,Unnamed: 0,customerid,churn,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,charges_monthly,charges_total,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines
2661,2661,3705-RHRFR,0,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,0,Bank transfer (automatic),99.15,6875.35,Female,0,1,0,69,1,Yes
2662,2662,3707-GNWHM,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,74.25,74.25,Male,0,0,0,1,1,Yes
2663,2663,3707-LRWZD,1,Fiber optic,No,No,No,No,Yes,No,One year,0,Electronic check,84.05,2781.85,Female,0,0,0,32,1,Yes
2664,2664,3709-OIJEA,0,Fiber optic,No,Yes,Yes,Yes,No,No,One year,1,Electronic check,85.2,2184.6,Male,0,0,0,26,1,No
2665,2665,3712-PKXZA,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),20.55,1252,Male,0,1,0,61,1,No
2666,2666,3714-JTVOV,1,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Credit card (automatic),74.15,3229.4,Female,1,1,0,42,1,No
2667,2667,3714-NTNFO,0,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,84.5,3906.7,Female,0,0,0,49,1,Yes
2668,2668,3714-XPXBW,0,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,1,Credit card (automatic),78.9,2976.95,Female,0,0,0,37,1,Yes
2669,2669,3716-BDVDB,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.1,69.1,Male,0,0,0,1,1,No
2670,2670,3716-LRGXK,0,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,0,Credit card (automatic),101.15,6067.4,Male,0,1,0,60,1,Yes
2671,2671,3716-UVSPD,0,DSL,No,No,No,Yes,No,No,Month-to-month,1,Electronic check,49.3,49.3,Male,0,0,0,1,1,No
2672,2672,3717-FDJFU,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.45,106.9,Male,0,0,1,5,1,No
2673,2673,3717-LNXKW,0,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,0,Bank transfer (automatic),91.7,3479.05,Male,0,1,0,38,1,Yes
2674,2674,3717-OEAUQ,0,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Mailed check,70.7,129.2,Male,0,0,0,2,1,No
2675,2675,3717-OFRTN,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),19.75,19.75,Male,0,0,0,1,1,No
2676,2676,3719-TDVQB,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,18.95,1031.1,Female,1,1,0,54,1,No
2677,2677,3720-DBRWL,0,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),83.85,4307.1,Male,0,1,0,51,1,No
2678,2678,3721-CNEYS,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.95,137.95,Female,0,0,0,2,1,No
2679,2679,3721-CNZHX,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.8,304.6,Male,0,0,0,15,1,No
2680,2680,3721-WKIIL,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,19.6,561.15,Female,0,0,0,27,1,No
2681,2681,3722-WPXTK,1,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,88.35,88.35,Male,0,0,0,1,1,No
2682,2682,3723-BFBGR,0,DSL,No,Yes,No,No,No,No,Month-to-month,0,Credit card (automatic),54.8,1291.3,Male,1,0,0,24,1,Yes
2683,2683,3724-BSCVH,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.45,242.4,Male,0,1,1,10,1,No
2684,2684,3724-UCSHY,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.55,122.9,Male,0,1,1,6,1,No
2685,2685,3726-TBHQT,0,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),114.0,8175.9,Male,0,1,1,71,1,Yes
2686,2686,3727-JEZTU,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.4,20.4,Female,0,0,0,1,1,No
2687,2687,3727-OVPRY,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),25.7,1714.55,Male,0,1,1,66,1,Yes
2688,2688,3727-OWVYD,0,DSL,Yes,Yes,Yes,No,No,No,One year,0,Mailed check,61.2,2021.2,Male,0,0,0,35,1,No
2689,2689,3727-RJMEO,1,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,82.85,460.25,Male,0,1,0,6,1,Yes
2690,2690,3728-SDRGN,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.25,19.25,Male,0,0,1,1,1,No
2691,2691,3729-OWRVL,0,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Electronic check,110.35,7246.15,Male,1,0,0,65,1,Yes
2692,2692,3733-LSYCE,0,Fiber optic,No,Yes,No,No,No,No,Month-to-month,0,Bank transfer (automatic),75.35,1114.55,Female,0,1,0,15,1,No
2693,2693,3733-UOCWF,0,Fiber optic,No,Yes,No,Yes,No,No,One year,1,Bank transfer (automatic),85.55,5251.75,Male,1,1,0,61,1,Yes
2694,2694,3733-ZEECP,0,DSL,No,No,No,Yes,No,No,Month-to-month,1,Electronic check,51.1,1232.9,Male,0,1,1,22,1,No
2695,2695,3736-BLEPA,0,Fiber optic,No,Yes,No,Yes,Yes,No,One year,1,Bank transfer (automatic),91.25,2483.65,Male,0,0,0,28,1,No
2696,2696,3737-GCSPV,1,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,1,Credit card (automatic),96.2,1222.05,Female,0,1,0,11,1,Yes
2697,2697,3737-XBQDD,0,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),84.85,2048.8,Male,0,0,0,24,1,Yes
2698,2698,3739-YBWAB,0,DSL,Yes,No,Yes,No,No,No,One year,0,Mailed check,35.35,1317.95,Male,0,1,0,36,0,No phone service
2699,2699,3740-RLMVT,0,DSL,Yes,Yes,No,Yes,No,No,One year,1,Bank transfer (automatic),60.95,4119.4,Male,1,1,0,67,1,No
2700,2700,3744-ZBHON,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,20.2,65.95,Female,0,0,0,3,1,No
2701,2701,3744-ZRRDZ,1,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,82.35,1852.85,Male,0,0,0,21,1,Yes
2702,2702,3745-HRPHI,0,DSL,No,No,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),54.65,3632,Male,0,1,1,66,0,No phone service
2703,2703,3746-EUBYR,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),74.6,74.6,Male,0,1,0,1,1,Yes
2704,2704,3748-FVMZZ,0,DSL,No,No,No,Yes,No,Yes,Month-to-month,1,Electronic check,40.05,162.45,Male,0,0,0,4,0,No phone service
2705,2705,3750-CKVKH,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,67.75,116.65,Male,0,0,0,2,1,No
2706,2706,3750-RNQKR,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.45,246.25,Female,0,0,0,12,1,No
2707,2707,3750-YHRYO,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.65,150,Male,0,1,1,7,1,No
2708,2708,3751-KTZEL,1,DSL,No,No,No,No,No,Yes,Month-to-month,0,Mailed check,35.05,35.05,Female,0,0,0,1,0,No phone service
2709,2709,3752-CQSJI,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.45,254.5,Female,0,1,1,13,1,No
2710,2710,3753-TSEMP,1,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,88.15,1390.6,Female,0,1,0,15,1,No
2711,2711,3754-DXMRT,1,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,44.15,92.65,Male,1,0,0,2,1,No
2712,2712,3755-JBMNH,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),71.8,1167.8,Male,1,1,0,16,1,No
2713,2713,3756-VNWDH,0,Fiber optic,Yes,No,No,No,Yes,Yes,One year,1,Electronic check,100.75,6674.65,Male,1,1,0,65,1,Yes
2714,2714,3757-NJYBX,1,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,0,Bank transfer (automatic),106.35,3520.75,Male,1,1,0,32,1,Yes
2715,2715,3758-CKOQL,0,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,1,Credit card (automatic),107.0,6152.3,Female,0,1,0,59,1,Yes
2716,2716,3761-FLYZI,0,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),108.8,7082.45,Female,1,1,0,65,1,Yes
2717,2717,3763-GCZHZ,1,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,1,Electronic check,104.05,6890,Male,0,1,0,66,1,Yes
2718,2718,3764-MNMOI,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.2,908.15,Male,0,0,0,46,1,No
2719,2719,3765-JXVKY,1,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,74.7,74.7,Female,0,0,0,1,1,No
2720,2720,3766-EJLFL,0,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),109.05,7508.55,Female,0,1,1,68,1,Yes
2721,2721,3768-NLUBH,1,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,0,Electronic check,100.6,5746.15,Male,1,1,0,57,1,Yes
2722,2722,3768-VHXQO,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),24.85,1583.5,Male,0,1,0,67,1,Yes
2723,2723,3769-MHZNV,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.1,670.35,Female,0,1,1,33,1,No
2724,2724,3771-PZOBW,0,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Credit card (automatic),90.7,1781.35,Male,0,0,0,20,1,Yes
2725,2725,3774-VBNXY,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.2,1277.75,Female,0,1,1,64,1,No
2726,2726,3775-TDLCC,1,Fiber optic,No,Yes,Yes,No,No,No,One year,0,Electronic check,87.4,5918.8,Male,0,1,1,67,1,Yes
2727,2727,3776-EKTKM,1,DSL,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,36.45,36.45,Female,1,0,0,1,0,No phone service
2728,2728,3777-XROBG,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.55,1079.65,Female,0,1,1,58,1,No
2729,2729,3778-FOAQW,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.15,456.85,Female,0,1,0,24,1,No
2730,2730,3779-OSWCF,0,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),93.2,6506.15,Female,0,1,0,71,1,Yes
2731,2731,3780-DDGSE,0,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,76.05,2747.2,Male,1,1,1,35,1,No
2732,2732,3780-YVMFA,0,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,68.55,564.35,Female,0,1,1,8,1,No
2733,2733,3781-LIPVO,1,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,86.5,582.5,Female,0,1,0,7,1,Yes
2734,2734,3785-KTYSH,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,24.6,1279,Male,0,0,0,53,1,Yes
2735,2735,3785-NRHYR,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.65,19.65,Male,0,0,0,1,1,No
2736,2736,3786-WOVKF,0,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,1,Bank transfer (automatic),106.85,7677.4,Female,1,1,0,72,1,Yes
2737,2737,3787-TRIAL,0,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,26.05,565.75,Male,0,1,1,21,0,No phone service
2738,2738,3791-LGQCY,1,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),100.65,5688.05,Female,1,1,0,56,1,Yes
2739,2739,3793-MMFUH,1,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,95.05,1290,Female,1,0,0,13,1,Yes
2740,2740,3794-NFNCH,0,DSL,No,No,Yes,No,No,No,Month-to-month,1,Mailed check,50.0,1474.9,Male,0,1,0,30,1,No
2741,2741,3795-CAWEX,0,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),116.55,8152.3,Male,0,1,1,70,1,Yes
2742,2742,3795-GWTRD,0,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,0,Credit card (automatic),75.55,4707.85,Female,0,1,1,63,1,No
2743,2743,3796-ENZGF,0,DSL,No,Yes,No,Yes,No,Yes,Two year,0,Mailed check,67.25,4234.15,Male,0,1,0,63,1,Yes
2744,2744,3797-FKOGQ,0,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,86.2,893.2,Male,0,0,1,11,1,Yes
2745,2745,3797-VTIDR,1,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,23.45,23.45,Male,0,1,0,1,0,No phone service
2746,2746,3798-EPWRR,0,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,43.95,85.1,Female,1,0,0,2,1,No
2747,2747,3799-ISUZQ,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),69.95,529.5,Male,0,1,1,7,1,No
2748,2748,3800-LYTRK,0,DSL,Yes,No,No,Yes,No,No,One year,0,Mailed check,55.7,795.15,Female,0,0,0,14,1,No
2749,2749,3801-HMYNL,1,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Mailed check,89.15,89.15,Male,0,1,1,1,1,No
2750,2750,3803-KMQFW,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.55,20.55,Female,0,1,1,1,1,No
2751,2751,3803-QHPWH,1,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,1,Electronic check,45.0,1228.65,Female,1,1,0,29,0,No phone service
2752,2752,3804-RVTGV,1,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),103.85,5017.9,Male,0,1,1,50,1,Yes
2753,2753,3806-DXQOM,1,DSL,Yes,Yes,No,No,No,No,Month-to-month,1,Electronic check,33.65,137.85,Female,0,0,0,4,0,No phone service
2754,2754,3806-YAZOV,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,18.8,56,Female,0,0,0,3,1,No
2755,2755,3807-BPOMJ,0,Fiber optic,Yes,No,No,No,Yes,Yes,One year,1,Electronic check,94.75,5276.1,Female,0,1,0,55,1,No
2756,2756,3807-XHCJH,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,20.0,20,Female,0,1,1,1,1,No
2757,2757,3808-HFKDE,0,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,44.35,927.15,Female,0,0,0,20,1,No
2758,2758,3810-DVDQQ,0,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),117.6,8308.9,Female,0,1,1,72,1,Yes
2759,2759,3810-PJUHR,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.35,1715.15,Male,0,1,1,70,1,Yes
2760,2760,3811-VBYBZ,1,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,99.8,673.25,Male,0,0,0,7,1,Yes
2761,2761,3812-LRZIR,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Electronic check,24.5,761.95,Female,0,1,1,27,1,Yes
2762,2762,3813-DHBBB,0,DSL,Yes,Yes,No,Yes,No,Yes,Two year,1,Bank transfer (automatic),50.95,3521.7,Male,0,1,0,67,0,No phone service
2763,2763,3814-MLAXC,1,Fiber optic,No,No,No,Yes,No,No,Month-to-month,1,Credit card (automatic),79.85,2404.15,Female,0,0,0,31,1,Yes
2764,2764,3815-SLMEF,1,DSL,Yes,No,No,Yes,No,No,Month-to-month,0,Mailed check,34.25,139.35,Female,0,0,0,3,0,No phone service
2765,2765,3823-KYNQY,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),24.95,280.4,Male,0,0,0,12,1,Yes
2766,2766,3824-RHKVR,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),19.7,340.35,Female,0,0,0,17,1,No
2767,2767,3831-YCPUO,0,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),109.5,7854.9,Female,0,1,1,72,1,No
2768,2768,3834-XUIFC,1,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Mailed check,85.2,602.55,Male,0,0,0,7,1,Yes
2769,2769,3836-FZSDJ,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),24.85,1901,Male,1,1,0,71,1,Yes
2770,2770,3838-OZURD,1,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),105.0,7133.25,Male,0,1,0,66,1,Yes
2771,2771,3841-CONLJ,0,DSL,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,35.0,35,Female,0,1,0,1,0,No phone service
2772,2772,3841-NFECX,0,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,1,Credit card (automatic),96.35,6766.95,Female,1,1,0,71,1,Yes
2773,2773,3842-IYKUE,1,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,0,Credit card (automatic),85.3,2917.5,Female,0,0,0,35,1,Yes
2774,2774,3842-QTGDL,0,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,0,Bank transfer (automatic),80.75,1321.3,Male,0,1,0,16,1,No
2775,2775,3845-FXCYS,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,19.65,31.2,Male,0,0,0,2,1,No
2776,2776,3845-JHAMY,0,DSL,No,No,No,No,No,Yes,Month-to-month,1,Credit card (automatic),35.5,552.7,Female,0,1,1,16,0,No phone service
2777,2777,3847-BAERP,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.9,247,Female,0,0,0,10,1,No
2778,2778,3850-OKINF,0,DSL,Yes,No,No,No,Yes,No,One year,1,Electronic check,66.2,4692.55,Male,0,1,1,71,1,Yes
2779,2779,3853-LYGAM,0,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),95.65,1640,Male,0,0,0,17,1,Yes
2780,2780,3855-ONCAR,0,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Mailed check,78.9,299.75,Female,0,1,1,4,1,No
2781,2781,3858-VOBET,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.95,1710.45,Male,0,0,0,23,1,Yes
2782,2782,3858-XHYJO,0,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,0,Bank transfer (automatic),105.75,4228.55,Female,0,1,0,40,1,Yes
2783,2783,3859-CVCET,1,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,45.65,191.05,Female,0,0,0,4,1,No
2784,2784,3863-IUBJR,1,DSL,No,No,No,No,No,Yes,One year,0,Credit card (automatic),53.65,696.35,Male,0,1,1,12,1,No
2785,2785,3863-QSTYI,0,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,1,Electronic check,64.65,3735.45,Male,0,0,0,59,1,No
2786,2786,3865-QBWSJ,0,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Mailed check,80.45,3162.65,Male,1,0,1,38,1,Yes
2787,2787,3865-YIOTT,0,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),106.1,7848.5,Male,0,1,1,72,1,Yes
2788,2788,3865-ZFZIB,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.65,358.15,Male,0,0,0,19,1,No
2789,2789,3865-ZYKAD,0,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),84.9,5785.65,Male,1,1,0,69,1,Yes
2790,2790,3866-MDTUB,1,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,70.75,146.9,Female,0,0,0,2,1,No
2791,2791,3870-MQAMG,1,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,0,Electronic check,110.35,5893.15,Female,0,1,0,54,1,Yes
2792,2792,3870-SPZSI,0,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),113.05,7869.05,Female,0,1,1,70,1,Yes
2793,2793,3871-IKPYH,1,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,69.1,69.1,Male,1,0,0,1,1,No
2794,2794,3873-NFTGI,0,DSL,No,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),55.5,767.55,Male,0,0,0,14,1,Yes
2795,2795,3873-WOSBC,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.6,1784.9,Male,0,1,0,67,1,Yes
2796,2796,3874-EQOEP,1,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Mailed check,95.0,655.5,Male,0,0,0,7,1,Yes
2797,2797,3877-JRJIP,1,DSL,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,59.85,59.85,Male,0,0,0,1,1,Yes
2798,2798,3878-AVSOQ,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,71.25,71.25,Female,1,0,0,1,1,No
2799,2799,3882-IYOIJ,0,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),115.25,6758.45,Female,0,1,1,60,1,Yes
2800,2800,3884-HCSWG,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.0,1144.5,Female,0,0,0,17,1,No
2801,2801,3884-UEBXB,0,DSL,Yes,Yes,No,No,No,No,Two year,0,Bank transfer (automatic),36.15,2434.45,Female,0,1,1,67,0,No phone service
2802,2802,3886-CERTZ,1,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Electronic check,109.25,8109.8,Female,0,1,0,72,1,Yes
2803,2803,3887-PBQAO,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),25.9,1216.6,Female,0,1,1,45,1,Yes
2804,2804,3889-VWBID,0,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),82.85,5776.45,Male,0,1,1,68,1,No
2805,2805,3890-RTCMS,0,DSL,No,No,No,Yes,No,No,Month-to-month,1,Mailed check,49.45,799,Male,0,0,0,16,1,No
2806,2806,3891-NLXJB,0,DSL,Yes,Yes,No,Yes,No,No,Two year,1,Mailed check,40.55,1390.85,Male,0,0,0,37,0,No phone service
2807,2807,3891-PUQOD,1,DSL,No,No,Yes,No,No,Yes,Month-to-month,0,Electronic check,59.2,59.2,Female,0,0,1,1,1,No
2808,2808,3892-NXAZG,0,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),114.05,8289.2,Male,0,1,1,72,1,Yes
2809,2809,3893-JRNFS,0,DSL,No,No,Yes,No,No,Yes,Month-to-month,1,Bank transfer (automatic),39.9,2796.35,Male,0,0,0,68,0,No phone service
2810,2810,3896-RCYYE,0,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),53.4,3579.15,Female,0,0,0,67,0,No phone service
2811,2811,3896-ZVNET,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,24.7,571.75,Female,0,1,1,24,1,Yes
2812,2812,3898-BSJYF,0,DSL,Yes,No,Yes,Yes,No,Yes,One year,0,Credit card (automatic),73.55,693.3,Female,0,0,1,10,1,Yes
2813,2813,3898-GUYTS,0,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,1,Electronic check,97.05,4385.05,Female,1,0,0,45,1,Yes
2814,2814,3900-AQPHZ,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.9,19.9,Female,0,0,0,1,1,No
2815,2815,3902-FOIGH,1,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,101.35,1218.55,Male,1,1,0,12,1,Yes
2816,2816,3902-MIVLE,0,DSL,Yes,No,Yes,Yes,No,Yes,Two year,0,Mailed check,75.7,4676.7,Male,0,1,1,63,1,Yes
2817,2817,3904-UKFRE,0,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,80.1,336.15,Male,0,0,0,4,1,Yes
2818,2818,3908-BLSYF,1,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,0,Electronic check,83.9,497.55,Female,0,0,0,6,1,No
2819,2819,3908-MKIMJ,0,DSL,Yes,Yes,Yes,No,No,No,Two year,1,Electronic check,41.95,2965.75,Male,1,1,0,68,0,No phone service
2820,2820,3910-MRQOY,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.4,1496.45,Female,0,1,0,72,1,No
2821,2821,3911-RSNHI,0,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),61.4,4310.35,Female,0,1,0,71,0,No phone service
2822,2822,3913-FCUUW,0,DSL,Yes,Yes,Yes,Yes,No,No,Two year,1,Bank transfer (automatic),70.45,5165.7,Female,0,1,1,72,1,Yes
2823,2823,3913-RDSJZ,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.55,1714.95,Female,0,1,0,64,1,Yes
2824,2824,3914-FDRHP,0,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,0,Electronic check,86.25,770.5,Male,0,0,0,9,1,No
2825,2825,3915-ODIYG,0,DSL,Yes,Yes,No,No,No,Yes,One year,1,Electronic check,71.75,4374.55,Male,1,0,0,60,1,Yes
2826,2826,3916-NRPAP,0,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,0,Credit card (automatic),85.7,256.75,Male,0,0,0,3,1,No
2827,2827,3920-HIHMQ,0,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,49.5,1265.65,Female,0,0,1,26,1,Yes
2828,2828,3923-CSIHK,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,71.05,3444.85,Female,1,1,0,50,1,No
2829,2829,3926-CUQZX,1,DSL,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),45.1,45.1,Male,0,0,0,1,1,No
2830,2830,3926-YZVVX,0,DSL,No,No,No,Yes,No,No,One year,0,Bank transfer (automatic),50.05,2029.05,Female,0,0,0,41,1,No
